x0,x1,y
72.46813659305745,55.916760131269086,0
98.86072117240425,40.09555746217964,0
68.6940130457262,39.71763747143346,0
8.818361521319606,84.78072566248568,1
1.0081139130926342,75.38012698862434,1
76.7146429882431,33.15245865285311,0
22.980917656561296,63.30395940082574,1
41.10794764293184,83.89042796256642,1
73.62010177379766,52.45780137195201,0
33.228627467831494,87.54391192115148,0
44.27415478418949,61.23859034562279,0
38.51712251869635,75.71438619728659,1
77.57895540132138,61.233188091595245,0
44.21870679356113,84.20650109132764,1
79.89290305392072,23.126715236594777,0
91.39565312679208,83.74208694518622,0
83.16993761797295,64.63169549288962,0
75.80727864351229,75.0757622465583,0
12.722337649785764,37.06776298865141,1
81.72040566406558,82.88482441391118,0
52.12118763107676,28.741355163688898,1
88.91141353870687,11.827215489020194,0
5.9955275351527675,76.08160162120468,0
67.69338688555192,65.2489805962126,0
87.24939726682003,43.74669376509808,0
60.59036585405324,83.96255603768988,0
71.20500639577996,98.6108724335701,0
79.50541452414515,24.875210813207683,0
19.24599023059367,95.87926260508155,1
84.89777847351606,93.9858995682738,0
23.78571198326611,70.37836370847435,1
9.465506699769954,94.79810446499624,1
52.383601324221885,40.107347957815655,0
78.03077857873329,92.43644659341255,0
68.04031998947073,13.497261370743363,0
3.2469186904216185,96.32415208330316,1
69.56992720090372,48.601564137001155,0
29.181471268686522,40.64394486379934,0
29.427085558887278,73.29424236568246,0
31.17454524849729,19.448632337200188,0
21.807997878394005,42.315657409519424,0
92.55185153920978,64.67664103626338,0
31.78877508443978,37.856939637032085,1
86.34781027632556,41.18711331706374,0
29.39805729979441,68.66707863693999,1
38.838267298048294,76.98871869271258,1
23.191562973749768,57.66947269867158,1
83.07576514566712,83.23400870910831,1
7.230474518045327,0.13045475223097958,1
3.732022397036039,82.08911648950252,1
57.737864237438444,28.847489789860337,0
60.5485934514601,35.132585837758946,0
98.69451933269575,39.71259828199712,0
54.66724362159812,78.09013404775182,0
24.15681173735654,57.54099103256759,1
35.763469134939015,48.16349658387081,0
65.56747534603528,57.250962070960334,0
41.47641118312352,30.211853659336775,0
34.861340648958596,35.501074511054796,0
22.04193000807029,67.43018335209497,1
42.63639813989173,35.21567681254846,0
41.4231530643866,42.89063950414055,0
28.75288654870223,39.17497955955464,1
61.10817689242569,89.1750832078126,0
28.97550520827753,19.214222000421998,0
15.824191523749398,3.209949597335826,0
89.91101446390628,68.97494066303254,1
7.839146387821517,72.40056161761814,1
35.3501043244415,56.853971513098365,1
34.33359209210547,47.10583474377306,1
89.66617081417213,82.62445821015058,0
37.988636508893514,39.13161790714834,1
14.977551093716068,56.77601735687704,1
11.438042080751632,88.03177139527055,1
86.56148111137118,82.32352747901092,0
2.8119763477166826,29.94950820622819,1
22.699694712803165,41.09672150134275,1
94.95613758133888,77.75354575103047,0
52.84573665067172,99.34914374760734,1
6.128736447820026,45.29914254789933,1
35.13105914791094,82.04551347721781,1
48.6174072101754,44.10898781538827,0
14.91720681779386,79.38233863918967,0
96.40027952066707,78.58428497425717,0
97.5540334578115,18.43410126959385,0
62.761653722581,44.08213719946127,0
3.6616585780539945,77.9222080994661,1
17.483676057486818,92.5193716646042,1
22.453909252423145,26.097083001174394,0
97.01899213555217,30.402925709377328,0
84.78170805356807,74.05168067036688,0
86.59940523894028,7.186140866281376,0
47.268321419793224,38.58889183232333,0
65.75171002331992,90.81832808811417,1
60.582200051360346,83.47345486769018,0
88.32113357862454,47.73606082842904,0
41.785948099558155,47.5380207234998,0
30.733200940312077,18.57808566417365,0
74.81498893321124,94.63673602042816,0
51.34000572114876,33.59949007626531,1
11.381955252376375,64.07012025910689,1
17.65591519849249,78.81379929640269,1
43.73376920281583,33.42326981844591,0
64.63674509608612,87.47996780899263,0
81.91998047407677,94.91749678716846,1
67.75436663101003,88.30328627651926,1
40.11910205997491,72.87932222579572,0
86.94361001871279,4.636071045924838,0
74.08858370881065,79.83802744631141,1
34.886431019162465,32.15642778353304,0
98.28749435508173,63.70283036633698,0
30.671854243307685,18.729050752683396,1
71.90563063330437,9.464267870173792,0
12.092632297498795,61.93539981764795,1
52.22272470217633,4.471920251566974,0
52.53610631640156,93.39081121624272,0
63.654442289596005,80.40076447477075,0
90.44598281665299,47.59884763982796,1
72.73128918382965,58.22024070614577,0
88.19081009824913,60.66641554552065,0
80.98490002923606,70.47918530241752,0
22.701427254828655,44.05778772410629,1
85.51054719497053,44.43764502967456,0
37.338245228551536,94.190241964578,1
52.37872418861378,82.50861836113391,0
33.64101416199078,22.43557750798304,0
39.596661637202565,14.339462170401706,0
73.1510719496535,65.45815272310986,0
68.59835402282205,12.008227429940288,0
99.75189079515646,79.8265573061619,0
98.41627913553144,13.342064685818322,0
26.373583718718805,85.19306478397411,1
56.759395812094404,15.451653587044845,0
85.56099609762482,67.64250789061536,0
78.50412970267176,21.879902635079162,0
21.206998846026902,96.62079324877418,1
6.929376036297963,48.31504388849196,1
35.122876742345234,85.21144028963987,1
20.94964213501871,27.447644098608748,0
14.16703354780201,14.29389523489345,0
23.193347676581233,1.2160368166254654,0
20.73044572168895,10.60793742676931,1
29.325250035120508,44.53691950272714,1
85.21424391729624,81.48678109217951,0
85.00830583777706,38.10455984811944,0
43.722497938722285,11.622333992998179,0
85.79101682459611,92.89828407278627,0
23.187980465941127,19.061492291788063,0
5.75634393314145,21.605356838779855,1
96.05200920615714,89.16719178690464,0
17.676076157354924,39.239682099435946,1
17.9927024891393,19.85153030275687,1
48.981293115773774,4.938791015570643,0
81.2542865881823,25.03734773608064,0
86.50877444314649,22.88164436952387,0
70.56432242515024,50.90002925263568,0
44.47227337270727,64.47290405083535,0
52.59569412787693,99.10624077267568,1
54.13545723538231,47.0535185682593,0
51.73594881604166,14.553206914371565,0
86.83373279166744,9.53039801169069,0
4.191410136440609,41.87389566800262,1
43.88967439014992,98.3467698318086,0
25.197262066800096,11.95188918602057,0
78.91280073481823,27.08735549787673,0
55.98862729312274,42.32457125080885,0
9.031692255868851,12.376227062165457,1
22.538313550405785,26.716064642944414,1
74.40046151066325,20.635157073795984,0
21.801321904305983,19.059659389734897,0
62.328263691895316,32.57949956631395,0
31.572853859270943,18.31242831550085,0
6.728360929675348,4.882064112169237,0
96.37726747472139,6.150206542093539,0
24.806709159093554,81.7948085381293,1
10.702588993465268,45.49108139887276,1
29.325926147086932,38.96221092695967,1
45.90666204804166,41.03703643624594,0
7.801179681075665,43.26959720590352,1
79.87161885998768,49.70774725038648,0
85.98930170570975,5.6026459029629,0
17.82431606725263,4.1533544954134864,0
10.933716488655797,32.645101830122,1
63.797750291195285,3.725792413573359,0
98.9432690185638,43.18837643794977,0
25.058078008799733,35.61146141622602,1
5.821732572893124,19.538290959082527,1
55.60541726327134,6.574502774652391,0
51.00297762329825,45.478553368657515,0
71.56034540837888,87.73968388514096,0
92.16812828985742,72.36202762747422,0
41.024163370642775,58.5823623241563,1
39.92178230042162,7.203651610450146,0
65.61947306250543,40.801088390547314,0
4.748937676261688,9.727389841744483,0
58.27556274106714,89.52894288779314,0
88.15667807826479,91.9500098643983,0
66.86224950442653,80.45942014064367,0
47.465710745950965,80.75093649027461,1
98.81620417954063,49.85019967670766,0
12.131382100502975,64.97827030604947,1
87.58333863293588,63.707945127660906,0
72.1125134511454,65.16199628945043,0
2.0221272636358423,9.560540368270587,0
89.26984120867812,99.76782871612996,0
82.7279209525997,66.9279765488895,0
34.855975734028966,21.10487896477832,0
97.83578369888976,78.87249994160929,0
31.69296111825902,87.84758856847365,1
49.02967106433357,52.62100893997973,0
40.34382345499419,78.39603852815328,1
45.898863550100124,61.811338034809935,0
